,amon,brp,cac,Cadps,Fife,Liprin-alpha,Pdf,Rab27,Rab3,Rbp,RhoGAP100F,Rim,Snap25,Syb,Syt1,Syt12,Syt14,Syt4,Syt7,Sytalpha,Sytbeta,Syx13,Syx16,Syx17,Syx18,Syx4,Syx5,Syx6,Syx7,Syx8,unc-13,date,experiment,exp_time
20190613_CLK856_DD_CT22_AR14_GTGATC,3,8,3,2,2,0,4,0,0,7,1,11,0,0,15,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,4,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_GTTGAG,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_GTTGCA,1,1,1,0,0,0,132,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_GTTGTC,18,5,12,6,26,4,0,0,14,7,0,7,1,0,29,0,0,5,6,1,1,0,0,0,0,1,0,0,0,0,13,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCACAG,0,2,0,0,4,0,0,0,0,0,1,2,3,0,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCACCA,4,2,6,4,1,0,0,0,9,2,2,6,1,0,13,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,9,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCACTC,0,4,6,6,3,1,0,0,2,9,7,8,0,0,9,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,23,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCCTAG,82,18,18,0,8,15,0,0,3,13,0,22,1,0,59,0,0,6,14,0,9,0,0,0,1,0,0,1,0,0,31,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCCTCA,3,5,17,8,4,0,6,0,0,7,0,15,0,0,49,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0,9,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCCTTC,1,2,3,4,10,4,0,0,2,9,2,8,1,0,17,0,0,5,1,3,0,0,0,11,0,0,5,0,1,0,15,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCGAAG,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCGACA,9,11,11,9,13,2,1,0,19,18,8,8,10,0,87,0,0,9,4,0,0,3,1,0,0,0,0,0,2,0,24,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCGATC,13,1,5,0,0,5,1,0,1,8,1,13,18,0,26,0,0,5,4,0,0,0,4,0,0,2,0,0,0,0,14,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCTGAG,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCTGCA,0,0,1,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCTGTC,3,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGAGAC,43,17,13,30,11,0,2,0,12,11,25,14,9,0,44,0,0,53,18,4,4,0,0,0,0,1,0,0,2,6,35,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGAGGA,27,2,8,9,8,0,0,0,12,17,0,17,13,0,42,0,0,39,10,0,0,0,2,0,0,0,0,1,0,0,14,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGAGTG,1,2,3,6,1,2,0,0,9,1,0,1,0,0,2,0,0,8,2,1,0,0,0,0,0,0,1,0,0,0,3,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGCAAC,5,5,42,18,7,1,3,0,31,8,9,11,9,0,47,0,1,25,8,4,1,0,1,0,0,0,0,1,0,0,19,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGCAGA,3,0,3,0,3,0,0,0,3,3,0,3,1,0,9,0,0,5,4,5,1,0,0,0,0,0,0,0,0,0,8,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGCATG,9,28,23,12,52,14,2,0,22,9,13,54,24,0,162,2,0,52,24,8,26,0,2,0,2,0,0,0,0,0,33,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGGTAC,5,53,22,7,39,2,1,1,18,36,10,12,10,0,96,0,0,27,14,0,1,1,0,0,0,4,0,5,0,0,35,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGGTGA,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGGTTG,1,1,10,0,1,2,0,0,4,4,2,3,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGTCAC,7,0,1,3,2,0,2,0,1,1,0,0,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,6,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGTCGA,1,3,4,0,1,1,0,0,5,2,5,16,10,0,21,0,0,4,5,1,2,0,0,0,0,0,0,6,1,1,15,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGTCTG,14,29,24,26,0,0,0,0,22,7,5,25,21,0,134,1,0,67,19,5,0,1,0,0,0,2,0,6,5,0,31,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_ACAGAC,1,1,10,0,9,0,1,0,1,5,3,10,5,0,20,0,0,13,2,1,4,0,0,0,0,0,0,0,0,2,31,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_ACAGGA,2,9,18,4,18,11,7,0,17,2,6,9,22,0,38,0,0,12,13,0,7,0,0,1,0,0,0,0,19,0,30,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_ACAGTG,17,4,29,2,0,0,3,0,22,2,12,0,9,0,62,0,0,13,15,0,0,0,0,0,0,0,0,5,0,0,7,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_ACCAAC,0,3,5,7,3,0,5,0,1,6,2,9,5,0,31,0,0,10,0,0,1,0,0,0,0,0,0,3,0,0,5,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_ACCAGA,48,18,12,7,4,4,3,2,21,28,13,36,12,0,79,0,0,35,17,0,10,1,0,0,0,0,1,1,12,0,70,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_ACCATG,4,11,29,29,18,0,4,0,82,10,19,48,7,0,123,0,0,44,23,19,0,0,0,1,0,0,0,1,13,0,72,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_ACGTAC,53,14,21,10,4,0,10,0,22,34,1,19,8,0,85,0,1,17,26,0,1,0,0,0,0,0,0,2,0,0,32,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_ACGTGA,31,18,23,45,13,1,6,0,34,10,11,37,28,0,214,0,0,18,16,8,0,1,0,0,0,0,13,5,1,0,118,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_ACGTTG,56,11,26,3,28,3,3,0,22,6,6,39,11,0,123,0,0,22,10,0,1,0,0,0,0,0,2,5,1,1,15,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_ACTCAC,4,12,5,6,4,1,1,1,4,2,3,14,1,0,18,0,0,8,2,0,1,0,0,0,0,0,0,0,0,0,18,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_ACTCGA,11,6,10,3,6,1,2,0,14,1,0,4,1,0,11,0,0,19,6,2,0,0,0,0,0,0,1,0,0,0,9,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_ACTCTG,2,15,15,10,16,7,0,0,8,12,1,6,1,0,53,0,0,5,9,2,0,1,0,0,0,0,0,0,0,0,42,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGACAG,21,25,36,26,17,0,6,1,68,12,4,46,37,0,134,0,1,86,70,5,2,4,0,0,0,0,0,8,6,0,62,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGACCA,9,18,2,1,6,0,2,0,0,12,1,3,5,0,20,0,0,7,8,0,0,0,0,0,0,0,0,14,0,0,16,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGACTC,0,0,4,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGCTAG,1,0,0,7,0,1,1,0,0,0,0,2,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGCTCA,1,21,28,11,6,0,7,0,32,4,12,21,17,0,125,1,0,34,19,0,1,0,0,2,0,0,0,4,0,0,48,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGCTTC,12,26,33,14,23,10,5,3,22,37,11,50,21,0,147,0,0,30,30,1,5,1,0,0,0,1,8,8,0,0,34,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGGAAG,3,2,21,6,7,0,1,0,11,17,1,5,2,0,33,0,0,7,16,0,11,0,0,0,0,0,0,6,4,0,17,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGGACA,17,7,23,2,41,0,0,0,11,4,7,9,9,0,45,0,0,28,17,0,5,1,0,0,2,1,0,1,2,1,50,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGGATC,4,8,4,0,0,6,2,1,1,11,1,12,11,0,19,0,0,4,3,1,0,0,0,0,0,0,1,4,2,0,13,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGTGAG,3,2,6,3,7,1,1,0,2,9,5,9,2,0,37,0,0,2,4,0,1,0,0,0,0,0,0,4,0,0,28,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGTGCA,3,0,10,3,9,0,3,0,1,2,1,25,3,0,12,0,0,8,0,0,2,1,0,0,0,0,0,2,6,0,30,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGTGTC,2,14,25,12,5,4,775,0,4,7,25,8,2,0,30,0,0,12,6,0,3,0,0,0,0,0,0,5,0,0,39,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CAACAG,78,53,37,28,56,6,6,2,47,69,4,60,37,0,190,0,1,43,16,2,2,1,0,0,0,1,0,7,8,1,108,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CAACCA,27,33,24,20,9,9,2,0,21,50,21,21,5,0,100,0,0,60,8,19,2,0,0,1,2,0,1,4,6,0,92,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CAACTC,2,2,1,0,3,0,1,0,2,2,0,2,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CACTAG,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CACTCA,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CACTTC,1,9,16,7,17,11,1328,1,21,9,13,17,3,0,80,0,0,32,10,0,4,0,3,0,0,0,0,19,1,1,56,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CAGAAG,6,1,12,13,5,0,0,0,3,8,3,4,5,0,16,0,0,2,4,0,1,0,1,0,0,0,0,0,1,0,5,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CAGACA,168,18,66,4,20,3,12,0,45,51,10,12,3,1,100,0,0,42,4,12,4,1,3,0,0,1,0,2,9,0,93,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CAGATC,3,1,7,4,3,0,2,0,5,1,2,17,12,0,24,0,0,2,6,1,16,0,0,0,0,0,0,0,0,0,19,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CATGAG,7,6,3,14,13,0,0,0,12,0,1,2,7,0,46,0,4,9,13,0,8,0,0,0,0,1,4,1,0,0,16,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CATGCA,132,3,29,11,8,3,4,0,12,31,1,8,40,0,52,0,0,26,14,24,16,0,1,0,0,0,0,9,5,0,38,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CATGTC,13,7,14,3,14,3,2,0,1,4,1,13,2,0,16,0,0,13,6,2,1,0,0,0,1,0,0,4,4,0,27,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTAGAC,24,0,6,6,4,0,2,0,7,8,0,4,3,0,5,1,0,11,2,2,2,1,1,0,0,0,0,2,0,0,14,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTAGGA,1,1,7,1,3,3,0,0,8,4,1,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTAGTG,5,10,17,9,33,0,2,0,17,23,9,17,4,0,65,1,0,35,8,15,1,9,0,6,0,2,1,2,7,0,45,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTCAAC,8,23,43,34,58,4,5,0,26,30,8,38,12,0,144,0,0,38,10,30,5,1,0,2,1,0,0,11,9,0,33,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTCAGA,45,4,23,1,10,3,0,0,8,15,1,31,9,0,33,3,0,15,18,0,6,5,0,0,0,0,0,13,0,0,44,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTCATG,16,1,4,2,1,1,2,0,1,3,1,5,0,0,19,0,0,8,8,0,0,0,0,0,1,1,0,0,0,0,19,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTGTAC,2,10,9,1,4,0,0,0,3,10,6,10,2,0,24,4,0,1,8,1,0,0,0,0,1,0,0,4,9,0,42,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTGTGA,1,0,16,0,1,0,2,0,4,2,12,0,0,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTGTTG,46,13,34,14,18,3,4,0,41,18,15,61,1,0,44,0,0,50,10,2,5,10,3,0,4,0,1,1,0,0,30,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTTCAC,0,0,1,0,0,0,1,0,1,2,0,0,1,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTTCGA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTTCTG,3,0,2,0,2,0,10,0,0,1,0,2,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GAAGAC,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GAAGGA,0,0,1,0,1,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GAAGTG,0,1,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GACAAC,21,4,29,25,7,6,4,0,11,6,1,30,6,0,37,0,0,24,31,2,1,5,1,0,0,0,0,2,1,0,54,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GACAGA,1,0,1,2,1,0,0,0,3,1,0,2,1,0,2,0,0,5,1,0,3,0,2,0,0,0,0,0,0,0,13,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GACATG,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GAGTAC,47,6,2,9,5,2,1,0,6,5,14,1,14,0,29,1,0,13,18,0,0,0,0,1,0,0,0,2,0,1,46,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GAGTGA,8,3,4,12,36,0,2,1,15,13,13,39,21,0,79,0,0,17,15,0,0,1,1,3,0,0,0,2,0,0,43,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GAGTTG,2,6,3,1,0,0,1,0,0,12,0,0,1,0,39,0,0,15,4,0,1,0,0,0,0,1,0,0,0,0,18,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GATCAC,3,8,27,12,6,4,2,0,15,3,2,8,1,0,58,0,0,4,9,2,2,1,0,0,0,0,0,0,0,0,41,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GATCGA,2,1,0,1,0,0,1,0,1,0,1,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GATCTG,9,19,44,36,2,9,5,1,9,21,16,15,15,0,295,1,0,20,21,0,1,1,0,1,0,0,2,8,3,0,61,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTACAG,21,2,7,6,14,1,1,0,5,3,4,19,6,0,23,1,0,4,3,0,0,1,0,0,0,1,0,1,0,3,10,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTACCA,10,4,43,8,16,2,4,0,19,7,2,21,20,0,43,0,0,21,11,7,2,3,1,0,1,2,0,0,6,0,36,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTACTC,21,29,30,5,19,2,5,0,28,17,7,20,13,0,92,1,0,15,7,2,7,1,2,0,0,0,1,0,7,0,17,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTCTAG,11,19,19,16,1,2,3,0,17,22,11,8,1,0,47,1,0,18,4,19,13,0,0,0,0,0,0,2,2,0,41,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTCTCA,3,3,1,2,0,0,0,0,2,4,1,1,1,1,6,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTCTTC,26,4,15,19,22,1,3,1,10,24,14,44,7,0,44,0,1,13,25,3,8,0,0,0,0,1,0,4,0,0,51,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTGAAG,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTGACA,47,26,31,18,45,5,5,0,35,28,25,64,11,0,78,0,0,20,12,16,19,1,1,0,0,0,3,8,4,0,31,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTGATC,1,3,3,2,0,0,2,0,0,2,0,5,0,0,14,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,9,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTTGAG,6,17,11,0,1,0,0,0,15,16,18,19,5,0,26,0,0,8,16,0,0,0,0,0,1,0,0,0,0,0,21,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTTGCA,7,1,9,2,1,0,0,0,1,0,1,2,2,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,10,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTTGTC,25,15,11,11,32,2,5,0,7,11,11,20,7,0,82,0,0,9,28,11,7,0,1,7,0,0,0,16,1,0,46,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCACAG,1,21,27,3,11,2,1,0,3,11,2,18,7,0,83,0,0,12,7,1,0,0,0,0,0,0,3,1,1,0,15,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCACCA,17,2,3,2,3,1,4,0,2,6,0,4,1,0,18,0,0,2,1,2,0,0,0,0,1,0,0,3,0,0,15,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCACTC,19,9,44,10,43,0,4,0,15,25,2,41,6,0,50,0,0,50,22,6,6,0,0,0,2,3,0,12,0,0,36,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCCTAG,8,12,16,40,2,2,3,0,10,8,8,66,27,0,88,0,1,20,7,0,0,0,0,0,1,0,0,1,2,0,94,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCCTCA,29,12,28,1,7,5,6,3,28,26,0,50,4,0,59,1,0,9,9,1,12,1,0,0,0,0,0,6,0,0,41,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCCTTC,31,27,14,7,18,0,3,0,12,31,0,12,5,0,71,0,0,12,4,3,1,0,0,0,0,0,0,0,0,0,35,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCGAAG,12,19,9,1,27,0,1,0,25,12,8,16,4,0,75,0,0,19,6,14,1,0,1,0,0,1,0,1,5,0,57,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCGACA,5,1,10,3,1,0,2,0,0,4,3,14,0,0,15,0,0,9,0,1,1,1,1,0,0,0,0,0,0,0,9,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCGATC,1,0,0,0,0,0,0,0,0,7,0,8,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCTGAG,9,8,16,2,15,1,1,0,9,22,38,3,2,0,54,0,0,37,2,0,1,1,1,0,0,1,0,1,0,1,38,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCTGCA,3,1,0,1,0,0,1,0,0,1,0,10,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCTGTC,41,36,28,38,48,25,12,2,66,44,22,99,18,0,263,3,1,59,27,2,10,0,0,0,0,1,1,20,9,0,68,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TGAGAC,1,7,16,16,7,6,1,0,9,7,2,34,22,0,66,0,0,31,3,2,0,0,1,5,0,0,0,15,2,1,10,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TGAGGA,4,3,4,7,1,6,157,0,17,8,4,0,0,0,9,0,0,6,5,0,0,0,1,0,0,0,0,0,2,0,8,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TGAGTG,2,6,2,15,1,0,0,0,5,3,2,13,9,0,18,1,0,3,0,0,2,1,0,0,0,0,10,0,0,0,21,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TGCAAC,11,23,23,8,44,3,1,1,11,37,24,44,11,0,172,0,0,20,8,0,3,2,1,0,0,0,1,14,1,0,156,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TGCAGA,68,11,26,4,44,3,6,0,6,13,5,10,2,0,73,0,0,6,12,2,4,0,0,0,1,0,0,0,0,0,70,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TGCATG,50,32,51,20,18,8,9,0,60,12,2,45,14,0,156,1,0,57,21,9,12,4,2,10,0,0,1,8,1,0,105,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TGGTAC,5,3,31,3,23,6,5,0,10,7,6,22,0,0,48,0,0,12,8,0,18,0,0,0,0,0,0,0,0,0,80,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TGGTGA,2,10,20,4,22,6,463,0,9,17,16,21,1,0,46,0,0,26,11,0,1,0,0,0,0,0,3,7,2,1,46,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TGGTTG,3,0,1,0,0,3,4,1,3,3,2,10,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TGTCAC,10,16,24,21,36,10,7,0,21,22,5,26,25,0,152,0,2,53,13,1,1,1,0,1,0,0,2,7,5,0,60,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TGTCGA,1,5,12,4,0,0,2,0,2,1,1,9,5,0,18,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,3,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TGTCTG,3,17,8,9,0,1,3,0,24,10,6,25,9,0,61,0,0,18,11,1,0,1,0,0,0,0,0,5,2,0,58,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACAGAC,0,0,0,1,2,0,18,0,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACAGGA,5,7,11,0,3,1,496,0,4,5,4,4,1,0,4,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,5,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACAGTG,14,26,7,11,68,6,1,2,57,17,6,10,22,0,91,0,0,15,6,0,1,0,0,0,4,0,3,5,4,0,60,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACCAAC,5,4,7,6,1,0,6,0,0,4,1,6,1,0,62,0,0,21,5,0,1,0,0,1,0,0,1,0,0,1,3,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACCAGA,9,34,19,15,35,7,0,0,29,34,19,35,0,0,58,0,0,34,19,11,3,0,0,0,0,0,1,1,0,1,37,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACCATG,1,3,19,8,4,6,7,0,6,7,1,12,3,0,41,0,0,7,8,0,2,0,0,0,0,0,0,0,0,0,34,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACGTAC,1,28,8,5,10,2,917,0,21,10,10,11,1,0,59,0,0,27,7,4,1,0,0,0,0,0,0,0,3,0,43,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACGTGA,10,8,8,7,12,0,0,0,3,13,12,26,7,0,38,1,2,4,13,8,1,1,0,0,0,1,0,1,2,1,19,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACGTTG,47,6,2,6,16,7,2,0,27,2,0,8,1,0,52,0,0,6,12,0,0,0,1,0,0,1,0,1,0,0,27,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACTCAC,22,3,8,10,2,1,2,0,7,8,5,21,1,0,31,0,0,3,1,0,1,0,0,0,0,0,0,2,5,0,11,2019-06-13,DD,CT22
