,DIP-gamma,DIP-beta,DIP-delta,DIP-theta,Idents,date,experiment,exp_time
20190528_CLK856_DD_CT02_AR08_CTTCTG,1,3,58,0,8:LN_ITP,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_GAAGGA,0,1,0,1,18:DN1p,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_GACAGA,0,1,5,3,1:DN1p_CNMa,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_GACATG,0,3,0,0,3:DN1a,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_GAGTTG,0,0,0,0,12:LNd,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_GATCGA,0,0,0,0,1:DN1p_CNMa,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_GTACCA,13,5,1,0,2:s_LNv,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_GTACTC,0,2,2,0,15:DN1p_CNMa,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_GTCTAG,0,1,1,18,18:DN1p,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_GTCTCA,0,3,1,0,3:DN1a,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_GTCTTC,0,1,0,0,1:DN1p_CNMa,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_GTGAAG,0,2,1,3,19:DN2,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_TCACAG,0,1,4,0,2:s_LNv,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_TCACTC,5,0,2,0,6:DN1p,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_TCCTAG,0,2,0,0,19:DN2,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_TCTGAG,0,0,0,1,1:DN1p_CNMa,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_TCTGTC,8,0,0,0,14:DN3,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_TGAGTG,0,0,0,0,6:DN1p,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_TGCATG,0,0,1,0,9:LNd_NPF,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_TGGTAC,2,2,19,0,8:LN_ITP,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_TGTCAC,1,1,16,1,5:LNd_Trissin,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR08_TGTCGA,0,0,0,2,7:DN1p,2019-05-28,DD,CT02
20190702_CLK856_DD_CT02_AR13_ACAGGA,0,1,0,0,1:DN1p_CNMa,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR13_ACCATG,0,0,19,1,8:LN_ITP,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR13_AGGACA,3,0,0,0,4:DN1p,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR13_AGTGCA,0,1,0,0,3:DN1a,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR13_CACTCA,0,0,0,0,1:DN1p_CNMa,2019-07-02,DD,CT02
